Date,Close,High,Low,Open,Volume,Daily Return,7-Day MA,52-Week High,52-Week Low
2024-09-06,4219.744140625,4278.6365868505345,4203.8848901946485,4236.029645395859,1649179,-0.0038445209628218072,4262.168387276785,4348.038544383064,3083.6085408942245
2024-09-09,4212.92626953125,4251.462060686222,4194.889518372097,4218.086627772867,1184938,-0.0012233883978674965,4253.748325892857,4348.038544383064,3083.6085408942245
2024-09-10,4268.12646484375,4298.5195066181295,4204.310831961278,4206.204473662924,1385591,0.01472158369108049,4247.539829799107,4348.038544383064,3083.6085408942245
2024-09-11,4241.14208984375,4307.419549702135,4233.4727484543055,4281.003340307267,1325919,-0.009311193497143034,4241.899483816965,4348.038544383064,3083.6085408942245
2024-09-12,4277.45263671875,4291.5601745835365,4195.6469473824145,4270.398636628928,2742216,0.00165183644199321,4242.623116629465,4348.038544383064,3083.6085408942245
2024-09-13,4282.091796875,4305.194131685647,4265.427658509752,4289.098178257309,1458786,-0.001633532526214104,4248.486607142857,4348.038544383064,3083.6085408942245
2024-09-16,4273.2392578125,4304.2947971775275,4255.43921052289,4286.258044672285,1155120,-0.003037331566158746,4253.531808035715,4348.038544383064,3083.6085408942245
2024-09-17,4266.04345703125,4294.590014445038,4228.502101148829,4273.239388269134,1699364,-0.0016839522863236296,4260.14599609375,4348.038544383064,3083.6085408942245
2024-09-18,4115.025390625,4257.900566019319,4091.2129384450927,4257.900566019319,2961779,-0.033555310458527644,4246.16015625,4348.038544383064,3083.6085408942245
2024-09-19,4067.683837890625,4187.0308697971805,4054.096867781264,4156.590213092944,2927551,-0.021389256733144162,4217.525495256697,4348.038544383064,3083.6085408942245
2024-09-20,4057.0322265625,4100.39689523506,4002.6848068053296,4087.3304912148405,5447908,-0.007412726892885842,4191.224086216518,4348.038544383064,3083.6085408942245
2024-09-23,4041.5048828125,4080.229763925027,4026.8291593303416,4071.3297402117255,1702319,-0.007325581395348853,4157.51726422991,4348.038544383064,3083.6085408942245
2024-09-24,4044.155517578125,4062.808072353835,4014.520211321431,4025.55058123155,3012026,0.004621712228214777,4123.5263671875,4348.038544383064,3083.6085408942245
2024-09-25,4047.42236328125,4061.4827451400292,4014.5203392742264,4026.21366904617,2713073,0.005267652434378787,4091.2668108258927,4348.038544383064,3083.6085408942245
2024-09-26,4064.228515625,4087.2360774502895,4033.456837871287,4033.456837871287,3964251,0.007629107981220688,4062.436104910714,4348.038544383064,3083.6085408942245
2024-09-27,4079.5673828125,4145.181886032281,4071.37701220358,4104.468587471434,3012477,-0.006066852292387645,4057.370675223214,4348.038544383064,3083.6085408942245
2024-09-30,4041.5048828125,4070.1462141244547,4033.504061536598,4058.926294354151,2503416,-0.0042921231572704025,4053.6308244977677,4348.038544383064,3083.6085408942245
2024-10-01,4059.873779296875,4067.3064168036667,4017.3144516261195,4029.244026685226,1823365,0.007601860897178661,4054.0367606026784,4348.038544383064,3083.6085408942245
2024-10-03,4007.65576171875,4051.446223942952,3986.1155884084665,4035.9184552064203,3350119,-0.0070027910130867,4049.201171875,4348.038544383064,3083.6085408942245
2024-10-04,4026.119140625,4069.436196462167,3999.4186065272825,4000.318271301223,2965463,0.006449704142011825,4046.6245465959823,4348.038544383064,3083.6085408942245
2024-10-07,4045.6240234375,4068.7263623530516,4004.4844678804907,4046.618000517575,1472619,-0.00024563155700588744,4046.3676409040177,4348.038544383064,3083.6085408942245
2024-10-08,4027.066162109375,4051.825437221579,3980.388074704301,4045.3872397570553,1541867,-0.004528881059302646,4041.0587332589284,4348.038544383064,3083.6085408942245
